Water_Intake (liters),Physical_Activity (hours),Ambient_Temperature (°C),Sweat_Rate (liters/hour),Dehydration_Symptoms
0.6326530612244898,0.6153846153846154,0.5,0.5882352941176471,Yes
0.6428571428571429,0.6923076923076923,0.5416666666666667,0.6470588235294117,Yes
0.653061224489796,0.7692307692307694,0.5833333333333335,0.7058823529411764,Yes
0.663265306122449,0.8461538461538463,0.625,0.7647058823529412,Yes
0.6734693877551021,0.07692307692307693,0.25,0.2352941176470588,No
0.6836734693877551,0.15384615384615385,0.29166666666666674,0.2941176470588236,No
0.6938775510204083,0.23076923076923078,0.3333333333333335,0.3529411764705882,No
0.7040816326530612,0.3076923076923077,0.375,0.4117647058823529,No
0.7142857142857144,0.38461538461538464,0.41666666666666674,0.47058823529411764,Yes
0.7244897959183674,0.4615384615384616,0.4583333333333335,0.5294117647058824,Yes
0.7346938775510204,0.5384615384615385,0.5,0.5882352941176471,Yes
0.7448979591836735,0.6153846153846154,0.5416666666666667,0.6470588235294117,Yes
0.7551020408163266,0.6923076923076923,0.5833333333333335,0.7058823529411764,Yes
0.7653061224489797,0.7692307692307694,0.625,0.7647058823529412,Yes
0.7755102040816327,0.8461538461538463,0.6666666666666667,0.8235294117647058,Yes
0.7857142857142858,0.07692307692307693,0.29166666666666674,0.2941176470588236,No
0.7959183673469388,0.15384615384615385,0.3333333333333335,0.3529411764705882,No
0.806122448979592,0.23076923076923078,0.375,0.4117647058823529,No
0.816326530612245,0.3076923076923077,0.41666666666666674,0.47058823529411764,Yes
0.8265306122448981,0.38461538461538464,0.4583333333333335,0.5294117647058824,Yes
0.8367346938775511,0.4615384615384616,0.5,0.5882352941176471,Yes
0.8469387755102041,0.5384615384615385,0.5416666666666667,0.6470588235294117,Yes
0.8571428571428573,0.6153846153846154,0.5833333333333335,0.7058823529411764,Yes
0.8673469387755104,0.6923076923076923,0.625,0.7647058823529412,Yes
0.8775510204081634,0.7692307692307694,0.6666666666666667,0.8235294117647058,Yes
0.8877551020408164,0.8461538461538463,0.7083333333333335,0.8823529411764706,Yes
0.8979591836734694,0.07692307692307693,0.3333333333333335,0.3529411764705882,No
0.9081632653061227,0.15384615384615385,0.375,0.4117647058823529,No
0.9183673469387756,0.23076923076923078,0.41666666666666674,0.47058823529411764,No
0.9285714285714287,0.3076923076923077,0.4583333333333335,0.5294117647058824,Yes
0.9387755102040817,0.38461538461538464,0.5,0.5882352941176471,Yes
0.9489795918367347,0.4615384615384616,0.5416666666666667,0.6470588235294117,Yes
0.9591836734693879,0.5384615384615385,0.5833333333333335,0.7058823529411764,Yes
0.9693877551020409,0.6153846153846154,0.625,0.7647058823529412,Yes
0.9795918367346941,0.6923076923076923,0.6666666666666667,0.8235294117647058,Yes
0.989795918367347,0.7692307692307694,0.7083333333333335,0.8823529411764706,Yes
1.0,0.8461538461538463,0.75,0.9411764705882353,Yes
0.020408163265306117,0.07692307692307693,0.04166666666666674,0.0,No
0.030612244897959183,0.15384615384615385,0.08333333333333348,0.05882352941176472,No
0.040816326530612256,0.23076923076923078,0.125,0.11764705882352941,No
0.051020408163265314,0.3076923076923077,0.16666666666666674,0.17647058823529413,No
0.06122448979591837,0.38461538461538464,0.20833333333333348,0.2352941176470588,No
0.07142857142857145,0.4615384615384616,0.25,0.2941176470588236,No
0.0816326530612245,0.5384615384615385,0.29166666666666674,0.3529411764705882,No
0.09183673469387757,0.6153846153846154,0.3333333333333335,0.4117647058823529,Yes
0.10204081632653061,0.6923076923076923,0.375,0.47058823529411764,Yes
0.11224489795918369,0.7692307692307694,0.41666666666666674,0.5294117647058824,Yes
0.12244897959183676,0.8461538461538463,0.4583333333333335,0.5882352941176471,Yes
0.1326530612244898,0.07692307692307693,0.41666666666666674,0.4117647058823529,Yes
0.14285714285714288,0.15384615384615385,0.4583333333333335,0.47058823529411764,Yes
0.15306122448979592,0.23076923076923078,0.5,0.5294117647058824,Yes
0.163265306122449,0.3076923076923077,0.5416666666666667,0.5882352941176471,Yes
0.17346938775510207,0.38461538461538464,0.5833333333333335,0.6470588235294117,Yes
0.18367346938775514,0.4615384615384616,0.625,0.7058823529411764,Yes
0.19387755102040816,0.5384615384615385,0.6666666666666667,0.7647058823529412,Yes
0.20408163265306123,0.6153846153846154,0.7083333333333335,0.8235294117647058,Yes
0.21428571428571433,0.6923076923076923,0.75,0.8823529411764706,Yes
0.2244897959183674,0.7692307692307694,0.7916666666666667,0.9411764705882353,Yes
0.23469387755102047,0.8461538461538463,0.8333333333333335,1.0,Yes
0.2448979591836735,0.07692307692307693,0.125,0.05882352941176472,No
0.2551020408163266,0.15384615384615385,0.16666666666666674,0.11764705882352941,No
0.26530612244897966,0.23076923076923078,0.20833333333333348,0.17647058823529413,No
0.27551020408163274,0.3076923076923077,0.25,0.2352941176470588,No
0.2857142857142858,0.38461538461538464,0.29166666666666674,0.2941176470588236,No
0.2959183673469388,0.4615384615384616,0.3333333333333335,0.3529411764705882,No
0.3061224489795919,0.5384615384615385,0.375,0.4117647058823529,No
0.31632653061224497,0.6153846153846154,0.41666666666666674,0.47058823529411764,Yes
0.32653061224489804,0.6923076923076923,0.4583333333333335,0.5294117647058824,Yes
0.3367346938775511,0.7692307692307694,0.5,0.5882352941176471,Yes
0.34693877551020413,0.8461538461538463,0.5416666666666667,0.6470588235294117,Yes
0.3571428571428572,0.07692307692307693,0.5833333333333335,0.4117647058823529,Yes
0.3673469387755103,0.15384615384615385,0.625,0.47058823529411764,Yes
0.3775510204081633,0.23076923076923078,0.6666666666666667,0.5294117647058824,Yes
0.3877551020408164,0.3076923076923077,0.7083333333333335,0.5882352941176471,Yes
0.39795918367346944,0.38461538461538464,0.75,0.6470588235294117,Yes
0.40816326530612257,0.4615384615384616,0.7916666666666667,0.7058823529411764,Yes
0.4183673469387756,0.5384615384615385,0.8333333333333335,0.7647058823529412,Yes
0.4285714285714286,0.6153846153846154,0.875,0.8235294117647058,Yes
0.43877551020408173,0.6923076923076923,0.9166666666666667,0.8823529411764706,Yes
0.44897959183673475,0.7692307692307694,0.9583333333333335,0.9411764705882353,Yes
0.4591836734693879,0.8461538461538463,1.0,1.0,Yes
0.46938775510204095,0.07692307692307693,0.20833333333333348,0.11764705882352941,No
0.4795918367346939,0.15384615384615385,0.25,0.17647058823529413,No
0.4897959183673471,0.23076923076923078,0.29166666666666674,0.2352941176470588,No
0.5,0.3076923076923077,0.3333333333333335,0.2941176470588236,No
0.5102040816326532,0.38461538461538464,0.375,0.3529411764705882,No
0.5204081632653061,0.4615384615384616,0.41666666666666674,0.4117647058823529,No
0.5306122448979592,0.5384615384615385,0.4583333333333335,0.47058823529411764,Yes
0.5408163265306123,0.6153846153846154,0.5,0.5294117647058824,Yes
0.5510204081632654,0.6923076923076923,0.5416666666666667,0.5882352941176471,Yes
0.5612244897959184,0.7692307692307694,0.5833333333333335,0.6470588235294117,Yes
0.5714285714285715,0.8461538461538463,0.625,0.7058823529411764,Yes
